ckey,machine_id,date,hour,connect_avg,connect_max,in_handover_rate,out_handover_rate,inter_handover_rate,lower_prb,upper_prb,reconfig_rate,Y
MA1084_11-20210916-3,MA1084_11,20210916,3,1.772525028,5.0,8.43373494,,100.0,5.009744318,7.430127841,103.5532995,0.0
MA1084_11-20210916-4,MA1084_11,20210916,4,1.466370206,5.0,3.273809524,100.0,100.0,2.566429587,5.153186344,103.4883721,0.0
MA1084_11-20210916-5,MA1084_11,20210916,5,1.007786429,6.0,11.53846154,100.0,100.0,3.470682788,3.248221906,105.0980392,0.0
MA1084_11-20210916-6,MA1084_11,20210916,6,1.518065592,7.0,9.401709402,100.0,100.0,5.222418208,5.499473684,102.9032258,0.0
MA1084_11-20210916-7,MA1084_11,20210916,7,2.563403782,7.0,21.64948454,100.0,92.85714286,7.698904694,8.386130868,99.42528736,0.0
MA1084_11-20210916-8,MA1084_11,20210916,8,3.468298109,10.0,96.42857143,100.0,100.0,6.967382646,10.8829872,99.64412811,0.0
MA1084_11-20210916-9,MA1084_11,20210916,9,4.505836576,10.0,81.3559322,100.0,100.0,8.882019915,14.88392603,101.5355086,0.0
MA1084_11-20210916-10,MA1084_11,20210916,10,5.670562048,12.0,81.5,100.0,100.0,9.62544808,15.47147937,104.5019157,1.0
MA1084_11-20210916-11,MA1084_11,20210916,11,5.26974416,12.0,80.31496063,100.0,100.0,10.47485795,13.21478693,104.99002,1.0
MA1084_11-20210916-12,MA1084_11,20210916,12,5.052280311,12.0,68.68131868,100.0,100.0,13.39049787,15.39450925,103.3868093,1.0
MA1084_11-20210916-13,MA1084_11,20210916,13,6.216787104,15.0,68.97506925,99.0430622,100.0,14.60614509,19.31694168,102.1939137,1.0
MA1084_11-20210916-14,MA1084_11,20210916,14,7.542014469,15.0,74.11444142,98.46153846,100.0,11.68995733,23.20147937,104.8284625,1.0
MA1084_11-20210916-15,MA1084_11,20210916,15,6.530589544,15.0,80.77994429,100.0,100.0,10.84914651,19.40820768,106.5527066,1.0
MA1084_11-20210916-16,MA1084_11,20210916,16,7.028921023,15.0,64.40677966,100.0,100.0,10.59766714,20.184367,103.7156704,1.0
MA1084_11-20210916-17,MA1084_11,20210916,17,7.0756396,16.0,74.7826087,100.0,100.0,14.55399716,23.30449502,102.5800712,1.0
MA1084_11-20210916-18,MA1084_11,20210916,18,5.235261402,12.0,74.45255474,100.0,100.0,8.010910384,14.57048364,102.2497188,1.0
MA1084_11-20210916-19,MA1084_11,20210916,19,5.346496107,12.0,92.20779221,100.0,100.0,10.40714083,13.12054054,100.3177125,0.0
MA1084_11-20210916-20,MA1084_11,20210916,20,5.155728587,15.0,82.35294118,100.0,94.73684211,9.270610795,12.65326705,102.2065313,0.0
MA1084_11-20210916-21,MA1084_11,20210916,21,3.157397108,9.0,81.66666667,100.0,100.0,8.79059744,9.209928876,100.8064516,1.0
MA1084_11-20210916-22,MA1084_11,20210916,22,4.868186874,13.0,78.18181818,100.0,100.0,14.55985775,12.75623044,101.6129032,0.0
MA1084_11-20210916-23,MA1084_11,20210916,23,3.726362625,8.0,56.52173913,100.0,100.0,13.22584637,10.58165007,102.2648084,0.0
MA1084_11-20210917-0,MA1084_11,20210917,0,3.224569205,12.0,93.75,100.0,100.0,14.08975818,7.849502134,102.1922428,0.0
MA1084_11-20210917-1,MA1084_11,20210917,1,3.078976641,8.0,90.90909091,100.0,100.0,11.93911807,7.316145092,100.0,0.0
MA1084_11-20210917-2,MA1084_11,20210917,2,0.845469705,5.0,100.0,100.0,100.0,5.720611664,1.688392603,100.4329004,0.0
MA1084_11-20210917-3,MA1084_11,20210917,3,0.946607341,5.0,100.0,,100.0,2.920795455,1.806349432,100.7518797,0.0
MA1084_11-20210917-4,MA1084_11,20210917,4,0.894941634,5.0,100.0,,100.0,3.117667141,1.948364154,100.952381,0.0
MA1084_11-20210917-5,MA1084_11,20210917,5,0.929922136,5.0,100.0,100.0,100.0,4.374452347,1.870668563,101.0416667,0.0
MA1084_11-20210917-6,MA1084_11,20210917,6,2.355753196,9.0,78.94736842,100.0,100.0,4.96257468,4.97200569,102.2298456,0.0
MA1084_11-20210917-7,MA1084_11,20210917,7,4.102335929,11.0,57.8125,100.0,100.0,7.988236131,9.528748222,106.0098522,0.0
MA1084_11-20210917-8,MA1084_11,20210917,8,5.612347052,13.0,83.39222615,100.0,97.22222222,10.78684211,14.8940256,103.2258065,0.0
MA1084_11-20210917-9,MA1084_11,20210917,9,7.273081201,15.0,82.2147651,100.0,100.0,10.87219061,17.74096728,105.6899004,1.0
MA1084_11-20210917-10,MA1084_11,20210917,10,6.867630701,16.0,74.19354839,99.33774834,100.0,11.69763869,16.2870128,104.7486034,1.0
MA1084_11-20210917-11,MA1084_11,20210917,11,5.629032258,13.0,80.89430894,99.39759036,100.0,9.856235795,15.20705966,103.1841652,0.0
MA1084_11-20210917-12,MA1084_11,20210917,12,5.486651835,15.0,84.41558442,99.0,100.0,11.10371266,14.98748222,102.2702703,1.0
MA1084_11-20210917-13,MA1084_11,20210917,13,8.341856587,16.0,53.84615385,100.0,100.0,10.74807966,21.69635846,105.740988,1.0
MA1084_11-20210917-14,MA1084_11,20210917,14,7.317751809,15.0,76.15176152,100.0,100.0,11.1529872,19.53041252,105.5708391,1.0
MA1084_11-20210917-15,MA1084_11,20210917,15,6.885428254,16.0,81.99445983,99.0521327,100.0,10.98332859,16.75133713,106.6431095,1.0
MA1084_11-20210917-16,MA1084_11,20210917,16,4.517797553,12.0,77.77777778,100.0,100.0,11.52467994,10.62458037,106.2562066,1.0
MA1084_11-20210917-17,MA1084_11,20210917,17,5.097330367,15.0,94.06779661,100.0,100.0,11.83064011,14.06219061,100.9033424,0.0
MA1084_11-20210917-18,MA1084_11,20210917,18,5.588987764,13.0,90.15151515,100.0,100.0,13.70384068,14.864367,100.5219207,0.0
MA1084_11-20210917-19,MA1084_11,20210917,19,4.253615128,11.0,83.78378378,100.0,100.0,12.94299716,16.01352774,101.1410788,0.0
MA1084_11-20210917-20,MA1084_11,20210917,20,3.580645161,10.0,70.86092715,100.0,100.0,11.62948791,10.69065341,101.0055866,1.0
MA1084_11-20210917-21,MA1084_11,20210917,21,4.23025584,10.0,94.23076923,100.0,100.0,11.37684211,16.73769559,101.0822511,1.0
MA1084_11-20210917-22,MA1084_11,20210917,22,6.685205784,18.0,93.26923077,97.6744186,100.0,16.1569559,19.02061166,101.2033694,1.0
MA1084_11-20210917-23,MA1084_11,20210917,23,6.638487208,14.0,76.0,100.0,94.73684211,27.07240398,20.43452347,102.1040975,0.0
MA1084_11-20210918-0,MA1084_11,20210918,0,5.15008338,10.0,94.44444444,100.0,100.0,17.36681366,18.23241821,100.7429421,0.0
MA1084_11-20210918-1,MA1084_11,20210918,1,3.681868743,10.0,54.05405405,100.0,87.5,16.06714083,14.9069559,99.56989247,0.0
MA1084_11-20210918-2,MA1084_11,20210918,2,3.229143493,9.0,69.56521739,100.0,100.0,13.48294452,13.60325747,100.3389831,0.0
MA1084_11-20210918-3,MA1084_11,20210918,3,1.774319066,7.0,60.86956522,100.0,100.0,4.000383523,5.631789773,101.9417476,0.0
MA1084_11-20210918-4,MA1084_11,20210918,4,1.235686492,7.0,85.71428571,100.0,100.0,3.711692745,3.000625889,100.6802721,0.0
MA1084_11-20210918-5,MA1084_11,20210918,5,1.303670745,8.0,77.77777778,100.0,100.0,2.981934566,2.421991465,101.396648,0.0
MA1084_11-20210918-6,MA1084_11,20210918,6,1.832684825,7.0,67.44186047,100.0,100.0,5.019943101,4.116301565,103.0546624,0.0
MA1084_11-20210918-7,MA1084_11,20210918,7,3.27919911,10.0,70.11494253,97.84946237,100.0,7.895590327,9.487169275,105.0578035,0.0
MA1084_11-20210918-8,MA1084_11,20210918,8,4.917176209,11.0,62.64150943,99.13793103,100.0,11.91203414,17.92863442,104.4703596,1.0
MA1084_11-20210918-9,MA1084_11,20210918,9,4.944382647,13.0,80.88888889,100.0,97.72727273,13.33725462,14.45378378,104.8519737,1.0
MA1084_11-20210918-10,MA1084_11,20210918,10,5.153032832,13.0,78.22222222,98.26086957,95.45454545,11.23947368,13.34349929,103.4900285,0.0
MA1084_11-20210918-11,MA1084_11,20210918,11,4.775305895,15.0,82.84023669,100.0,100.0,10.76238976,12.15375533,102.8085106,0.0
MA1084_11-20210918-12,MA1084_11,20210918,12,4.545050056,10.0,37.04918033,100.0,100.0,10.8790625,13.0293892,102.5085519,0.0
MA1084_11-20210918-13,MA1084_11,20210918,13,4.872636263,11.0,83.19672131,99.33333333,96.42857143,13.11583215,12.78182077,102.1102791,1.0
MA1084_11-20210918-14,MA1084_11,20210918,14,5.224694105,14.0,81.30841121,99.53703704,100.0,10.8088478,13.33095306,104.7535211,0.0
MA1084_11-20210918-15,MA1084_11,20210918,15,4.785873192,12.0,82.92682927,100.0,97.77777778,10.78183499,15.77277383,102.8653295,1.0
MA1084_11-20210918-16,MA1084_11,20210918,16,3.232907171,9.0,97.05882353,100.0,100.0,11.78652916,9.822162162,100.0,0.0
MA1084_11-20210918-17,MA1084_11,20210918,17,3.736929922,10.0,95.94594595,100.0,100.0,12.96874822,8.618193457,102.5110783,1.0
MA1084_11-20210918-18,MA1084_11,20210918,18,3.266407119,11.0,96.38554217,100.0,100.0,9.374978663,8.792446657,104.9618321,0.0
MA1084_11-20210918-19,MA1084_11,20210918,19,5.231368187,12.0,96.51162791,100.0,100.0,9.195846373,14.83655761,101.659751,1.0
MA1084_11-20210918-20,MA1084_11,20210918,20,5.848164627,13.0,89.13043478,100.0,100.0,8.833579545,15.76848011,100.3003003,0.0
MA1084_11-20210918-21,MA1084_11,20210918,21,6.43214683,13.0,71.42857143,100.0,96.42857143,9.472503556,14.76743954,100.0,0.0
MA1084_11-20210918-22,MA1084_11,20210918,22,6.798221234,12.0,64.58333333,100.0,100.0,12.61519203,15.63790896,100.8787346,0.0
MA1084_11-20210918-23,MA1084_11,20210918,23,6.915461624,13.0,100.0,100.0,100.0,15.81378378,13.01187767,101.5479876,0.0
MA1084_11-20210919-0,MA1084_11,20210919,0,7.308676307,13.0,85.0,100.0,100.0,15.93290185,15.81677098,103.0,0.0
MA1084_11-20210919-1,MA1084_11,20210919,1,4.634241245,12.0,76.47058824,100.0,100.0,19.65406828,8.823527738,100.5997001,0.0
MA1084_11-20210919-2,MA1084_11,20210919,2,3.176307008,10.0,37.03703704,100.0,100.0,7.730085349,5.762418208,100.6944444,0.0
MA1084_11-20210919-3,MA1084_11,20210919,3,2.360200111,6.0,100.0,100.0,100.0,4.171775568,2.283991477,102.8645833,0.0
MA1084_11-20210919-4,MA1084_11,20210919,4,2.027793218,7.0,50.0,,100.0,3.878947368,1.427027027,103.1446541,0.0
MA1084_11-20210919-5,MA1084_11,20210919,5,2.075083426,6.0,33.33333333,,100.0,2.587240398,1.369046942,100.6134969,0.0
MA1084_11-20210919-6,MA1084_11,20210919,6,2.529738744,6.0,66.66666667,100.0,100.0,7.059800853,2.282204836,99.26470588,0.0
MA1084_11-20210919-7,MA1084_11,20210919,7,3.610678532,9.0,92.30769231,100.0,100.0,5.485163585,3.830369844,99.74937343,0.0
MA1084_11-20210919-8,MA1084_11,20210919,8,3.775986659,10.0,96.66666667,100.0,100.0,9.89658606,4.674110953,102.2624434,0.0
MA1084_11-20210919-9,MA1084_11,20210919,9,3.857063404,10.0,97.2972973,100.0,100.0,8.907795164,5.964509246,99.15682968,0.0
MA1084_11-20210919-10,MA1084_11,20210919,10,4.067296997,12.0,88.37209302,100.0,100.0,12.14943101,6.86886202,102.2413793,0.0
MA1084_11-20210919-11,MA1084_11,20210919,11,5.273637375,12.0,98.41269841,100.0,100.0,10.59349432,7.918153409,102.1857923,0.0
MA1084_11-20210919-12,MA1084_11,20210919,12,3.996108949,10.0,98.94736842,100.0,100.0,8.933257468,6.164722617,103.2716927,0.0
MA1084_11-20210919-13,MA1084_11,20210919,13,3.510011123,8.0,98.30508475,100.0,100.0,7.919815078,12.39256046,102.1638331,0.0
MA1084_11-20210919-14,MA1084_11,20210919,14,2.932703003,8.0,96.72131148,100.0,100.0,6.860497866,6.239487909,105.0583658,0.0
MA1084_11-20210919-15,MA1084_11,20210919,15,3.123470523,9.0,96.22641509,100.0,100.0,7.768605974,6.016201991,101.0040161,1.0
MA1084_11-20210919-16,MA1084_11,20210919,16,3.781545303,10.0,92.20779221,100.0,100.0,8.025604552,8.41688478,100.6861063,0.0
MA1084_11-20210919-17,MA1084_11,20210919,17,4.371523915,10.0,100.0,100.0,100.0,11.46493599,7.712930299,100.7342144,0.0
MA1084_11-20210919-18,MA1084_11,20210919,18,4.19243604,11.0,100.0,100.0,100.0,10.23507824,6.820896159,101.7770598,1.0
MA1084_11-20210919-19,MA1084_11,20210919,19,3.853170189,10.0,90.0,100.0,100.0,10.5381392,10.46946023,99.39759036,0.0
MA1084_11-20210919-20,MA1084_11,20210919,20,4.637374861,11.0,94.33962264,100.0,100.0,11.35086771,11.20177809,101.10957,1.0
MA1084_11-20210919-21,MA1084_11,20210919,21,5.883824347,12.0,61.76470588,96.77419355,100.0,14.23234708,15.89351351,100.3851091,0.0
MA1084_11-20210919-22,MA1084_11,20210919,22,6.070634038,12.0,94.59459459,100.0,100.0,12.40035562,12.36853485,100.4711425,1.0
MA1084_11-20210919-23,MA1084_11,20210919,23,4.696885428,9.0,85.71428571,100.0,100.0,10.60227596,7.744423898,100.8,0.0
MA1084_11-20210920-0,MA1084_11,20210920,0,5.08782657,9.0,96.0,100.0,100.0,12.17073969,5.932489331,101.5706806,0.0
MA1084_11-20210920-1,MA1084_11,20210920,1,4.262513904,9.0,100.0,100.0,100.0,11.33684211,8.383755334,100.9363296,0.0
MA1084_11-20210920-2,MA1084_11,20210920,2,2.275152863,6.0,100.0,100.0,100.0,11.66948791,3.252773826,102.4242424,0.0
MA1084_11-20210920-3,MA1084_11,20210920,3,1.56618465,6.0,3.896103896,100.0,100.0,6.240568182,1.499261364,99.41348974,0.0
MA1084_11-20210920-4,MA1084_11,20210920,4,0.712062257,5.0,100.0,,100.0,2.602702703,0.342361309,101.5037594,0.0
MA1084_11-20210920-5,MA1084_11,20210920,5,0.92495831,5.0,100.0,,,3.483541963,0.509530583,100.955414,0.0
MA1084_11-20210920-6,MA1084_11,20210920,6,1.0756396,5.0,100.0,100.0,100.0,3.223314367,0.670014225,99.73333333,0.0
MA1084_11-20210920-7,MA1084_11,20210920,7,2.624235686,7.0,100.0,96.2962963,100.0,5.464196302,2.231834993,102.6279391,1.0
MA1084_11-20210920-8,MA1084_11,20210920,8,2.778642937,7.0,67.85714286,100.0,100.0,6.988122333,3.246899004,99.24623116,0.0
MA1084_11-20210920-9,MA1084_11,20210920,9,2.083426029,7.0,86.66666667,100.0,100.0,6.020227596,2.332119488,101.0769231,0.0
MA1084_11-20210920-10,MA1084_11,20210920,10,2.221234019,7.0,96.2962963,100.0,100.0,7.072347084,3.217411095,100.6622517,0.0
MA1084_11-20210920-11,MA1084_11,20210920,11,2.750278087,8.0,91.89189189,100.0,100.0,6.249375,3.071676136,101.0903427,1.0
MA1084_11-20210920-12,MA1084_11,20210920,12,2.882091212,10.0,100.0,100.0,100.0,6.343997155,3.711920341,101.4492754,0.0
MA1084_11-20210920-13,MA1084_11,20210920,13,2.887096774,9.0,97.95918367,100.0,100.0,7.366671408,5.704495021,103.4031414,1.0
MA1084_11-20210920-14,MA1084_11,20210920,14,3.647026126,8.0,100.0,100.0,100.0,5.29541963,3.766201991,101.9955654,0.0
MA1084_11-20210920-15,MA1084_11,20210920,15,4.265850945,9.0,100.0,100.0,100.0,7.168335704,4.452645804,103.5940803,0.0
MA1084_11-20210920-16,MA1084_11,20210920,16,4.02836485,9.0,100.0,96.42857143,94.11764706,10.22294452,3.455362731,101.4760148,0.0
MA1084_11-20210920-17,MA1084_11,20210920,17,5.70189099,12.0,97.61904762,100.0,100.0,9.164893314,4.920753912,100.143472,0.0
MA1084_11-20210920-18,MA1084_11,20210920,18,4.261812118,10.0,100.0,100.0,100.0,8.05344239,2.767752489,101.0339734,0.0
MA1084_11-20210920-19,MA1084_11,20210920,19,3.430478309,9.0,91.66666667,100.0,100.0,11.10103693,3.873352273,100.3225806,0.0
MA1084_11-20210920-20,MA1084_11,20210920,20,4.302002225,9.0,100.0,100.0,100.0,10.22145092,5.5256899,102.0408163,0.0
MA1084_11-20210920-21,MA1084_11,20210920,21,5.581201335,12.0,95.0,100.0,100.0,8.807069701,5.01371266,102.4137931,0.0
MA1084_11-20210920-22,MA1084_11,20210920,22,4.597554197,11.0,100.0,100.0,100.0,13.2385633,6.15116643,101.6442451,0.0
MA1084_11-20210920-23,MA1084_11,20210920,23,2.866518354,8.0,94.28571429,100.0,100.0,8.8428734,2.754822191,101.0282776,0.0
MA1084_11-20210921-0,MA1084_11,20210921,0,3.526403558,9.0,96.66666667,100.0,100.0,12.17194879,3.747268848,102.1276596,0.0
MA1084_11-20210921-1,MA1084_11,20210921,1,4.431034483,10.0,100.0,100.0,75.0,6.44401138,2.852688478,101.2269939,0.0
MA1084_11-20210921-2,MA1084_11,20210921,2,4.535297387,8.0,100.0,100.0,100.0,4.708605974,2.757254623,100.9009009,0.0
MA1084_11-20210921-3,MA1084_11,20210921,3,2.0378198,9.0,100.0,,100.0,2.900497159,1.219886364,101.9920319,0.0
MA1084_11-20210921-4,MA1084_11,20210921,4,2.205669817,6.0,100.0,100.0,100.0,4.207098151,1.403058321,101.8867925,0.0
MA1084_11-20210921-5,MA1084_11,20210921,5,1.907675195,6.0,100.0,,100.0,3.109829303,1.019516358,101.4285714,0.0
MA1084_11-20210921-6,MA1084_11,20210921,6,1.895497499,6.0,100.0,100.0,100.0,2.751266003,1.071635846,99.61389961,0.0
MA1084_11-20210921-7,MA1084_11,20210921,7,2.319622012,7.0,93.75,,100.0,3.752105263,1.367837838,103.3222591,0.0
MA1084_11-20210921-8,MA1084_11,20210921,8,4.319243604,10.0,100.0,100.0,83.33333333,7.550099573,3.928335704,101.4925373,0.0
MA1084_11-20210921-9,MA1084_11,20210921,9,3.972191324,12.0,100.0,100.0,100.0,6.396486486,4.200099573,101.1857708,0.0
MA1084_11-20210921-10,MA1084_11,20210921,10,2.849360756,9.0,97.43589744,100.0,100.0,6.922147937,3.490682788,101.0548523,0.0
MA1084_11-20210921-11,MA1084_11,20210921,11,3.931590656,10.0,96.55172414,100.0,100.0,5.760014205,4.879928977,100.0,0.0
MA1084_11-20210921-12,MA1084_11,20210921,12,2.195773081,7.0,86.84210526,100.0,95.65217391,6.78311522,2.272916074,101.3623978,0.0
MA1084_11-20210921-13,MA1084_11,20210921,13,2.415230684,7.0,84.61538462,100.0,100.0,19.29743954,4.178748222,99.68944099,0.0
MA1084_11-20210921-14,MA1084_11,20210921,14,3.381535039,9.0,100.0,100.0,100.0,8.57170697,7.968947368,100.3868472,0.0
MA1084_11-20210921-15,MA1084_11,20210921,15,3.796996663,9.0,98.11320755,100.0,100.0,10.39827881,13.20280228,100.3514938,0.0
MA1084_11-20210921-16,MA1084_11,20210921,16,5.681868743,11.0,61.16504854,100.0,100.0,8.656899004,20.94907539,100.9090909,1.0
MA1084_11-20210921-17,MA1084_11,20210921,17,6.15897721,11.0,82.95454545,100.0,100.0,10.18357041,22.18266003,104.1608877,0.0
MA1084_11-20210921-18,MA1084_11,20210921,18,6.402113459,11.0,95.16129032,100.0,100.0,8.824509246,19.76917496,103.2786885,0.0
MA1084_11-20210921-19,MA1084_11,20210921,19,7.685761958,12.0,90.69767442,100.0,100.0,8.982272727,21.1478125,100.8025682,0.0
MA1084_11-20210921-20,MA1084_11,20210921,20,6.764869372,15.0,84.90566038,100.0,100.0,26.09395448,19.51866287,100.9162304,0.0
MA1084_11-20210921-21,MA1084_11,20210921,21,5.105116796,12.0,94.44444444,100.0,100.0,11.97223329,19.81896159,99.68652038,0.0
MA1084_11-20210921-22,MA1084_11,20210921,22,5.692992214,12.0,70.0,100.0,100.0,10.54645804,17.35266003,103.36,0.0
MA1084_11-20210921-23,MA1084_11,20210921,23,9.070077864,16.0,80.0,100.0,100.0,18.49283073,22.75243243,100.4127967,0.0
MA1084_11-20210922-0,MA1084_11,20210922,0,6.459143969,11.0,89.47368421,100.0,100.0,15.1358606,13.78681366,100.3605769,0.0
MA1084_11-20210922-1,MA1084_11,20210922,1,5.901001112,12.0,95.45454545,100.0,100.0,9.985903272,9.777638691,100.8944544,0.0
MA1084_11-20210922-2,MA1084_11,20210922,2,3.650917176,10.0,95.83333333,100.0,100.0,5.600227596,7.646472262,100.5714286,0.0
MA1084_11-20210922-3,MA1084_11,20210922,3,2.134593993,6.0,86.66666667,100.0,100.0,3.244928977,3.190838068,101.9480519,0.0
MA1084_11-20210922-4,MA1084_11,20210922,4,1.870483602,7.0,100.0,,100.0,4.132332859,1.555604552,102.5723473,0.0
MA1084_11-20210922-5,MA1084_11,20210922,5,1.717065036,5.0,58.33333333,100.0,100.0,2.449829303,1.196671408,98.7654321,0.0
MA1084_11-20210922-6,MA1084_11,20210922,6,1.549499444,6.0,83.33333333,100.0,100.0,3.036244666,3.309573257,100.8064516,0.0
MA1084_11-20210922-7,MA1084_11,20210922,7,1.191217343,5.0,100.0,100.0,100.0,3.222674253,2.329317212,103.1088083,0.0
MA1084_11-20210922-8,MA1084_11,20210922,8,2.269187987,7.0,96.55172414,100.0,100.0,6.511721195,4.743726885,101.7156863,0.0
MA1084_11-20210922-9,MA1084_11,20210922,9,3.051167964,7.0,95.0,100.0,100.0,8.253029872,6.622332859,100.0,0.0
MA1084_11-20210922-10,MA1084_11,20210922,10,4.322401334,9.0,75.40983607,100.0,100.0,11.96334282,12.44965861,101.4563107,1.0
MA1084_11-20210922-11,MA1084_11,20210922,11,2.760845384,10.0,62.71186441,100.0,100.0,8.959545455,9.491122159,101.010101,0.0
MA1084_11-20210922-12,MA1084_11,20210922,12,4.63570634,12.0,84.21052632,100.0,100.0,11.15381223,18.04099573,100.1308901,0.0
MA1084_11-20210922-13,MA1084_11,20210922,13,5.650723026,12.0,89.33333333,100.0,100.0,10.9828165,19.36509246,100.2666667,1.0
MA1084_11-20210922-14,MA1084_11,20210922,14,4.099555061,11.0,94.44444444,100.0,100.0,9.090113798,13.28906117,103.2357473,0.0
MA1084_11-20210922-15,MA1084_11,20210922,15,4.223025584,8.0,80.59701493,100.0,96.42857143,10.70038407,17.72935989,103.2159265,0.0
MA1084_11-20210922-16,MA1084_11,20210922,16,3.245828699,10.0,90.0,100.0,100.0,8.627638691,8.989630156,103.2624113,1.0
MA1084_11-20210922-17,MA1084_11,20210922,17,2.901557286,8.0,56.41025641,100.0,95.45454545,8.92116643,8.877069701,103.4214619,1.0
MA1084_11-20210922-18,MA1084_11,20210922,18,4.077864294,10.0,90.0,100.0,100.0,6.935049787,9.397354196,102.8967254,0.0
MA1084_11-20210922-19,MA1084_11,20210922,19,5.436596218,12.0,98.03921569,100.0,100.0,10.00782361,13.80463727,100.9661836,0.0
MA1084_11-20210922-20,MA1084_11,20210922,20,6.457730812,12.0,65.45454545,100.0,100.0,13.86190341,16.63318182,101.519337,0.0
MA1084_11-20210922-21,MA1084_11,20210922,21,6.617565314,12.0,94.11764706,100.0,100.0,13.54186344,19.04826458,101.4304291,1.0
MA1084_11-20210922-22,MA1084_11,20210922,22,7.5189099,13.0,68.08510638,100.0,100.0,15.78964438,21.09243243,101.8867925,0.0
MA1084_11-20210922-23,MA1084_11,20210922,23,6.646273637,12.0,67.21311475,100.0,100.0,15.2757468,22.73928876,100.7155635,0.0
MA1084_11-20210923-0,MA1084_11,20210923,0,6.007786429,11.0,28.33333333,100.0,100.0,16.88187767,20.2355761,99.85250737,0.0
MA1084_11-20210923-1,MA1084_11,20210923,1,5.715953307,11.0,27.27272727,100.0,100.0,14.61807966,22.20992888,99.26686217,0.0
MA1084_11-20210923-2,MA1084_11,20210923,2,5.963848721,11.0,62.96296296,100.0,100.0,11.7902276,23.04042674,100.4662005,0.0
MA1084_11-20210923-3,MA1084_11,20210923,3,5.159533074,10.0,62.5,100.0,,4.402926136,15.26934659,101.4218009,0.0
MA1084_11-20210923-4,MA1084_11,20210923,4,1.551724138,6.0,100.0,100.0,100.0,2.881194879,3.81086771,101.532567,0.0
MA1084_11-20210923-5,MA1084_11,20210923,5,0.82823791,5.0,53.84615385,100.0,100.0,6.002176387,1.680697013,102.5751073,0.0
MA1084_11-20210923-6,MA1084_11,20210923,6,1.906562848,9.0,50.74626866,92.30769231,83.33333333,4.3156899,5.582105263,103.3898305,0.0
MA1084_11-20210923-7,MA1084_11,20210923,7,4.373540856,12.0,69.07216495,100.0,94.44444444,10.11810811,13.71697013,102.0812686,0.0
MA1084_11-20210923-8,MA1084_11,20210923,8,7.507786429,18.0,75.77854671,100.0,100.0,12.94941679,21.56847795,103.6259542,1.0
MA1084_11-20210923-9,MA1084_11,20210923,9,9.65461624,19.0,66.34844869,98.81656805,100.0,11.54473684,28.70278805,104.2155816,1.0
MA1084_11-20210923-10,MA1084_11,20210923,10,8.745828699,17.0,68.94586895,100.0,100.0,16.32386913,30.22231863,104.6060606,1.0
MA1084_11-20210923-11,MA1084_11,20210923,11,6.276974416,14.0,83.08457711,99.14529915,100.0,11.81893314,16.9674111,106.1580882,1.0
MA1084_11-20210923-12,MA1084_11,20210923,12,6.603448276,15.0,61.85185185,100.0,100.0,17.81528409,21.84794034,101.8552876,0.0
MA1084_11-20210923-13,MA1084_11,20210923,13,8.419354839,17.0,50.35128806,98.125,100.0,9.176756757,25.71157895,102.7027027,1.0
MA1084_11-20210923-14,MA1084_11,20210923,14,7.16407119,16.0,61.1738149,99.47368421,96.2962963,9.526984353,18.04581792,104.8368954,1.0
MA1084_11-20210923-15,MA1084_11,20210923,15,9.105175292,18.0,66.50831354,99.46524064,100.0,12.17908962,25.90200569,104.3656908,0.0
MA1084_11-20210923-16,MA1084_11,20210923,16,7.353726363,14.0,68.55123675,100.0,100.0,8.686088193,20.62714083,105.1870748,0.0
MA1084_11-20210923-17,MA1084_11,20210923,17,6.872636263,14.0,66.50246305,98.98989899,100.0,11.81541963,21.54571835,103.1568228,0.0
MA1084_11-20210923-18,MA1084_11,20210923,18,5.82814238,13.0,55.38461538,100.0,100.0,9.90116643,17.4813229,102.4817518,1.0
MA1084_11-20210923-19,MA1084_11,20210923,19,5.537263626,12.0,81.94444444,100.0,100.0,9.536605114,17.03390625,99.87195903,1.0
MA1084_11-20210923-20,MA1084_11,20210923,20,5.820912125,12.0,86.11111111,98.4375,95.0,11.64745377,18.82429587,99.35760171,0.0
MA1084_11-20210923-21,MA1084_11,20210923,21,6.280311457,14.0,70.12987013,100.0,100.0,12.37900427,16.69544808,100.0,0.0
MA1084_11-20210923-22,MA1084_11,20210923,22,7.478309232,16.0,92.30769231,97.6744186,100.0,17.14573257,24.71297297,100.6904488,0.0
MA1084_11-20210923-23,MA1084_11,20210923,23,6.150639244,14.0,92.59259259,100.0,100.0,16.67392603,22.8013798,101.9151847,1.0
MA1084_11-20210924-0,MA1084_11,20210924,0,4.956618465,11.0,89.09090909,100.0,100.0,17.17416785,16.26385491,104.7945205,0.0
MA1084_11-20210924-1,MA1084_11,20210924,1,4.15397443,9.0,97.43589744,100.0,100.0,8.865234708,11.77788051,104.6184739,0.0
MA1084_11-20210924-2,MA1084_11,20210924,2,3.744160178,9.0,100.0,100.0,100.0,6.806386913,8.975618777,101.6208598,0.0
MA1084_11-20210924-3,MA1084_11,20210924,3,3.462479155,9.0,84.375,100.0,100.0,6.777017045,9.473806818,108.1300813,0.0
MA1084_11-20210924-4,MA1084_11,20210924,4,2.766963293,7.0,93.10344828,100.0,100.0,3.812660028,6.509758179,105.7239057,0.0
